ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
5.618064405909149,304.2359121,17281.97517,6.101083505,,399.4715663,12.26500158,81.58899245649904,2.896546941,0
,143.4537313,19942.27322,5.890754583,,427.1306715,22.46989199,53.12409421895881,2.907563915,0
9.267187530763547,198.6143947,24683.72357,6.110612421,328.0775332,396.8769491,16.47196935,30.383314574642018,4.324004646,0
,233.8589957,11703.92391,4.599387943,309.0393204,349.3996325,18.33889255,42.67746528271937,3.510004045,0
5.331940479018537,194.8740654,16658.8765,7.993829562,316.6751618,335.1203984,10.1805138,59.57271371122687,4.434820258,0
7.145771545218821,238.6899285,28780.34043,6.814028701,385.9756505,332.0327063,11.0931634,66.13804474710018,5.182590704,0
9.920691058768153,202.817483,9973.934059,6.882248307,337.3505291,333.1924699,23.91760126,71.833623959766,4.69070723,0
4.758439424671477,183.3494541,21568.42878,4.731348985,,403.9441682,18.66822946,66.91240003430596,4.542801462,0
5.702925976824722,216.8504739,35606.44018,7.184351089,,504.6382604,16.14079002,77.53618351780308,4.137739016,0
6.953864225511059,209.638293,10575.18628,4.462707246,315.6065944,391.1843151,13.28533392,87.39088897956339,3.195710328,0
10.68296642580598,173.3754984,15758.74062,5.570783575,307.3525858,323.8079132,10.09086975,78.47278445385454,3.999775382,0
,129.8905723,34415.85315,6.32192899,304.5352242,470.3291685,18.59940992,72.40363386888095,4.405586,0
8.757257397440991,200.1914004,21536.22469,4.915101055,317.8829005,404.7177992,13.76832331,47.930871877110214,3.626135442,0
,168.3884308,27492.30731,7.046224798,299.8204779,383.79502,16.18206649,75.72943388991457,3.048057223,0
7.80963189801941,100.4576151,12013.55063,5.212314602,247.200826,605.2201244,9.61134874,66.08417363713342,2.447444464,0
6.652488090855707,145.0101719,19871.78845,4.96106638,288.0521917,545.9749938,10.94202426,71.7274140605346,3.742090426,0
9.147197055336921,211.7141418,11920.61084,7.230794769,339.7519188,527.70891,18.27531211,47.63488493437153,3.794531591,0
10.560744636218196,181.8933656,21783.65103,6.991259996,340.3903784,456.5564021,16.48283537,34.2520490783523,3.96468635,0
7.484254837727466,260.0921726,30616.61515,9.379133541,,404.6707773,15.93448387,66.6210265451665,4.781188177,0
8.520806572970303,238.3351125,28779.65001,8.282808465,381.6493229,481.3188027,6.016336609,39.09117136225335,3.94060453,0
4.999413810796919,190.2870501,24323.8659,7.230164127,324.8930378,405.330482,8.236557503,99.42738491828506,4.460683932,0
,157.8011936,16963.62501,8.33561855,300.0442343,360.9959945,12.82386095,71.7170050975215,4.405385706,0
,155.0557268,20557.24043,8.18731905,,290.1809831,16.62225518,59.622057462107946,4.08990769,0
3.9060783549561697,233.402835,32144.79993,6.994839617,348.3594482,269.4490512,9.6541256,63.74306384016444,3.902879712,0
6.391353623832183,213.0178297,20965.47831,5.375559892,327.6505425,369.3381209,13.75810517,17.915722569180794,3.923749169,0
,229.4856937,35729.69271,8.810843045,384.9437789,296.3975472,16.92709218,,3.855602212,0
8.692092012708041,195.1437388,24656.23968,8.231900338,,398.345418,12.38077079,48.440724865546855,4.477960248,0
8.085759800882219,127.7396738,32653.91036,6.53423741,,416.2396301,11.11965925,78.27505003771154,4.068688909,0
6.2039777022783476,212.3066183,21815.07415,7.873991885,,362.1080043,14.93301266,63.87381994728531,5.215689206,0
5.058108868565138,238.5693804,34873.93452,8.983276144,374.4335045,669.7250862,13.35318143,76.52179974552398,5.106655774,0
,103.4647587,27420.16742,8.417305032,,485.9745005,11.35113273,67.8699636759021,4.620793452,0
,211.200526,12830.48413,4.502117034,326.9615176,333.329848,16.04514848,49.89840563542835,3.439740042,0
7.261550522070718,179.8897882,24964.7777,5.837086493,349.2692713,501.1827807,17.28771328,50.993006453081094,3.636364183,0
7.16046723080874,183.08931,6743.346066,3.803036424,277.5990986,428.0363444,9.79962469,90.03537367362071,3.884891044,0
5.704764776213017,116.2993299,33223.58153,7.05050316,297.0781535,504.378681,9.001820488,48.1470312534892,4.157533407,0
6.21727313516034,130.9444639,19460.38282,7.092462955,300.131272,556.65371,14.08360835,57.897074706807686,5.325833446,0
8.679934969964185,242.2286673,22984.05095,7.518764659,,352.9425881,18.70440906,69.90790244915216,3.873470298,0
,219.3009142,14859.46642,5.598326766,344.4423937,425.2135748,15.77183437,49.352001477804436,4.655916599,0
6.897322141100197,211.3601667,25650.77764,6.766009907,,383.0143102,13.93478804,90.52332986300934,5.02278363,0
3.514545528745279,158.7320758,23029.66361,6.821679099,286.5228468,307.379142,9.712231911,79.85092857457249,3.762615331,0
3.72250048593372,163.6397469,37962.16799,6.684570274,326.6940179,467.5629729,14.56726886,50.57797909828098,3.662837732,0
6.455004797496717,176.6839728,24468.04839,5.756930039,314.7995983,477.5813462,16.24550434,57.72972382844005,2.293431406,0
7.316804753880919,217.522862,31903.39981,9.865047503,376.9379723,425.9134002,8.992754272,69.50921982211526,3.50837265,0
1.844538366498842,233.7643427,28689.59578,7.7244323,,410.3872638,15.6118593,54.29944409418921,5.013463351,0
5.519125656437607,168.728583,12531.60192,7.730722948,,443.5703721,18.0990781,,3.75899586,0
7.408985466924612,204.9617498,9566.12227,6.505923139,311.4526625,504.1459941,11.53214401,81.10693773146244,3.772420928,0
5.976769618087598,258.952732,27267.98186,7.648599331,383.6571521,514.1189201,12.25679025,82.46979842996726,2.994671096,0
6.395359131671062,133.8342291,23827.27502,5.127746861,266.9084283,573.4002951,9.833874585,95.02660927984373,4.191217515,0
6.209642259708484,195.4177209,13116.70771,7.879347671,,417.241656,7.507662315,70.54738690612056,3.612519615,0
6.762832521891738,232.0751766,27159.38435,7.884990658,350.4452927,465.4137746,13.86396488,64.81225738319597,4.916579161,0
9.91871706385417,199.1812511,21470.27831,6.79984141,329.178429,430.5077069,15.96604294,59.29227326975216,3.385508444,0
10.15544017022192,300.2924758,12652.36298,6.655126363,398.6477857,487.459131,9.347633986,67.9197886870381,5.00246726,0
8.721726710620581,206.3696824,28608.05208,6.325442404,377.4045382,506.9383527,13.55375101,42.381483937537176,2.555026904,0
,197.9797828,17153.30616,7.659203939,329.2803146,575.1146944,11.87098148,69.10983568283255,4.383921814,0
,199.1078856,29721.91163,6.869690215,357.303221,420.7095912,9.226618665,55.29428326667228,3.355164642,0
6.099646705468387,237.9199268,20416.841,8.457830699,,291.1048366,19.27005426,93.13800948154017,3.172789769,0
9.026787719511633,253.2170742,27965.07215,6.588374366,373.5532353,588.3196505,16.14573205,59.12445084811043,2.019042018,0
6.953371603389549,203.1465468,11609.10905,5.495737655,304.2831932,551.1433372,9.387781276,55.95800559485764,3.651865808,0
6.140877556947864,197.8760897,26687.87448,7.587196418,329.2318529,548.0727613,15.83633021,41.26364788367695,5.359460295,0
7.077874006530455,220.6705396,23873.37821,6.181839616,341.9872341,333.0507859,10.66179894,90.29777033020963,4.764508265,0
5.488314309012512,135.8023617,21485.1532,8.187415791,280.6032867,441.3311375,14.86026268,88.28734556180851,5.066786272,0
7.205559174588729,120.3276153,24627.86756,6.202469332,289.7686966,418.4332899,13.64314709,63.73373237019648,3.710053126,0
9.177869865892433,163.2748283,20868.33122,7.726040434,320.4214322,426.9943932,10.2142746,62.430926156839874,3.108769988,0
4.270716194733736,166.8377085,24405.25053,7.391510138,297.2067392,349.5189104,13.47852645,54.47483954440166,3.763905903,0
7.348844511550613,223.2649397,11519.04653,8.88955868,,494.1584341,18.14537425,73.71552201680902,4.880875156,0
8.526169869777789,175.6128363,11837.12336,7.483708838,308.3985155,474.2404823,21.84591625,52.37220110667482,5.083014142,0
,169.0419175,36152.8209,8.330388898,329.0397102,590.7487872,17.69511436,103.15046264537835,3.995973787,0
2.612035914817261,188.8041257,34798.25259,6.796439154,,468.0802666,13.17076321,49.523769983067695,4.76520537,0
8.490571562027739,204.1236484,22989.79639,8.270792937,358.847115,435.0008983,17.08424565,62.42163705791029,3.875556805,0
,213.5419323,22539.71161,6.957204179,334.0411862,463.3988471,11.62301916,69.61584964492826,3.398592587,0
8.858401531200467,254.6175187,9624.300462,7.954015627,348.4081949,344.3033625,7.935467758,78.10854981556727,5.525726338,0
6.09815652147278,189.995846,27776.90105,6.443097878,347.9304004,245.859632,14.63688226,73.42463245501654,3.977362364,0
8.41997068212899,185.7189888,13237.9896,3.998265841,308.1426389,463.6472774,17.20956506,48.78311165978784,3.962478314,0
9.286155021432371,222.6615514,12311.26837,7.289866041,332.2393595,353.7401,14.17176257,,5.23998187,0
7.875895135481787,226.2847878,12710.24945,7.303126583,346.4032581,445.3741474,6.063461913,63.12804403102223,4.238589203,0
7.7253329080747575,252.2654912,36477.73811,8.386761008,426.5435898,339.4113267,17.48584425,60.48388466227112,3.724836704,0
3.388090610523891,212.0289445,20230.12558,8.56978153,349.1559987,353.9129274,18.20833967,82.38787399017336,2.798600948,0
6.745306715080959,218.424637,21871.8387,7.165509192,,373.0501016,16.82661946,74.08607997264363,3.90235259,0
,190.4238985,28062.64189,9.615147027,357.2267095,263.7719135,13.4452252,67.05555840299215,5.629015636,0
7.183825723393187,261.8507998,14100.96899,9.008495194,358.7247021,290.4238384,17.14990713,82.02511580240524,4.597165512,0
10.111976704648654,240.4321002,15331.30269,5.392651282,361.9029262,403.0418101,16.13112429,61.11114633827725,3.425763242,0
7.397413298543417,122.5410399,8855.114121,6.888688939,241.6075323,489.8516004,13.3659062,,3.14915751,0
7.812804388310308,196.583886,42550.84182,7.33464764,,442.5457745,14.66691724,,6.204846359,0
6.877456932576713,136.8792139,27433.58729,7.091521514,307.3970883,342.1963466,18.40384583,81.19341217121226,3.827650072,0
,146.9702452,16367.45837,7.687037186,,468.9450148,18.60138073,49.56196889416349,4.664350321,0
,230.8094825,27418.78104,7.136498392,369.3100078,274.6605966,9.5785846,72.37690878332559,4.197595209,0
7.521051678672175,267.0596474,26865.37374,10.44945031,,505.7093717,16.23774577,57.03778017043311,2.880785347,0
8.550875469289338,231.2487868,28918.41995,7.822528491,369.2642227,432.28527,16.26629669,73.14946432483588,3.772886607,0
10.308477656813704,217.2197464,27653.23518,8.912266341,369.5312064,382.9515048,6.580401551,59.57603991058592,3.285077052,0
,252.670469,29368.67418,9.906146627,433.9522119,465.2166206,13.22103363,84.19860653327541,5.052736766,0
7.371085073209565,207.7168244,24913.83717,9.616330437,362.30018,363.1685384,11.54266178,67.72070437929213,4.412589537,0
11.180694664461903,228.3008604,16600.39275,6.094000531,,504.0505391,15.03504691,110.73929934431217,3.809841654,0
6.506487766502467,202.2859379,17087.0769,6.201982767,326.6623683,481.7719343,16.53518593,46.20574791071063,3.548775589,0
6.643935774662305,151.8896001,10909.19459,3.749625148,240.9367221,437.9090052,15.26474235,64.20396370266333,3.812952926,0
5.033773989751668,155.3214775,34971.80748,7.121477448,320.115497,500.6373262,18.31249854,63.19330598951376,3.244948477,0
6.91260756198984,155.7404952,17973.17886,4.916302562,275.9082279,439.6480512,18.38071193,55.5074684684337,2.612248953,0
7.977635990880497,245.8951304,32170.06916,9.635636083,399.5831549,473.6624528,11.7283382,23.81701990494781,3.5521295,0
6.078335836509272,197.5019119,35957.79218,8.130472208,379.5277063,360.0604774,20.09841289,41.86595951021348,4.201580906,0
6.242414484103846,191.9087295,28149.41179,7.1304368,319.3067851,448.2425267,19.37009087,60.93948098211983,4.508705098,0
6.063354789891076,160.7673113,14775.1456,7.484103647,305.8285533,327.2702387,12.30901596,69.03845387066936,3.467336915,0
8.129585513966727,177.8989666,27834.2177,9.006007747,334.4385388,397.0214276,15.93626168,81.39075849624524,3.362537135,0
9.562405943789521,202.0136426,13041.82914,5.820655208,327.118824,433.3816667,14.13906591,63.54899265609275,3.762719837,0
8.167792632308252,200.9137547,27141.3629,7.262416639,344.1611343,525.5987875,16.142284,66.23143553591859,4.289395484,0
8.594416135206476,270.0227059,15791.67535,5.912690624,,672.5569992,20.18405147,54.961285253429516,3.568991708,0
,167.3861273,20944.62081,4.963124049,,566.339294,11.3188066,,3.679795035,0
6.825467900630395,187.0517097,46140.12685,6.137757462,352.7021822,373.4272355,12.60638165,58.7522013156628,3.027449578,0
7.861177700998561,204.2742411,25145.02412,7.923315375,338.2138034,469.4869612,15.99341035,86.16729829337078,4.157656628,0
4.965773559644967,220.8486386,21802.7449,6.250578031,311.598136,386.4133315,18.03523754,53.90817735397112,3.421766849,0
6.207432967614718,192.9370271,13442.60347,5.81902294,325.9065618,533.7958508,14.68753934,60.48503329496195,3.549298841,0
,157.0012874,20067.10533,8.071051029,,490.9097122,17.32294643,71.96926138101614,4.417559791,0
9.76925100608684,264.2656543,8471.677381,8.349709767,359.2685426,353.1964755,15.04708691,52.645458533937706,4.636556195,0
9.630665479903348,152.8624335,23641.70257,6.92570608,333.1483177,417.1670729,16.67018392,89.99757421954396,4.920091158,0
5.187471605436375,104.752425,20060.07873,6.913910914,,368.8154286,15.14034849,98.65664588216384,3.203257896,0
7.633570087677555,199.6529996,16312.15497,9.900546897,358.5662821,420.5341718,10.53939227,100.24270600375714,2.927066767,0
5.771199049813688,155.0508931,24909.44401,6.53126127,297.0093194,313.7019343,11.704789,85.68830345476736,4.688959065,0
6.579969329401555,197.2269809,17657.08418,4.506293474,290.2898943,254.3932756,9.847655276,73.74971646660221,4.575931872,0
4.80115436807586,180.7728708,13556.7344,8.977286381,322.062447,587.3950117,12.40136807,62.02818652446988,4.418638132,0
7.948815718151566,238.2364097,19129.45837,5.851964962,,434.6554586,8.663293701,67.30404028450397,3.692250861,0
6.906992171811655,216.7852908,19991.23915,7.302351651,340.1060278,356.4591369,9.614106025,61.12264362555359,2.124759352,0
,281.268667,22452.09081,6.773698986,343.6358213,395.3417753,14.90308047,67.12516777793415,4.444350199,0
,190.7794599,12224.31051,4.646211053,308.5648863,399.2713589,11.87679667,61.88663598802028,3.463172548,0
8.46133087400179,212.5813664,34406.77645,8.679151556,384.8553815,477.3433686,13.80171218,,3.771944146,0
7.726134807902507,233.9478637,21667.86874,6.313181872,340.2731714,472.2589937,14.39986002,36.57803788764197,3.720636904,0
,247.6615733,19549.49934,8.76967029,,438.8657751,16.62465362,64.94900818458937,3.777737414,0
8.927078148301744,241.875105,22821.25438,8.549738274,367.9755579,380.1972,10.85928728,75.8570678201616,4.601860959,0
6.208015539719022,153.2211063,17358.79637,8.214938853,328.282029,481.1956735,14.27409228,62.71819917163483,4.334615732,0
6.128425635295917,141.4924095,9615.83271,7.62791913,277.9517037,415.0087369,16.43584291,50.69392671149397,4.633823862,0
,202.2548328,11981.74019,9.189106138,339.9839346,416.5889058,14.07922835,62.765529534567435,2.678910713,0
7.308048848275572,274.7049505,14600.53952,8.105802882,384.5648525,415.6072778,16.7616247,68.9372269462471,3.696119712,0
,170.0992357,39906.19027,6.554996213,,515.386742,13.51607813,40.51417236263919,4.353238589,0
8.640886408909486,201.5687241,26473.71324,6.967094562,352.3065857,309.9832868,17.66508338,68.66492347632061,5.263101572,0
,205.5094572,20406.92767,6.810069235,355.2659229,482.3300548,12.33777643,70.58060722926848,4.102529482,0
8.153210075272153,127.1448918,10280.9295,5.828357794,267.6368856,487.9083272,11.94347658,90.61935439214014,2.905788134,0
8.293720110388866,206.1604149,35216.38597,6.440999766,347.0622407,399.4836212,16.06566794,79.95451096438448,3.954715283,0
,233.850345,21136.28676,6.689877625,,332.7375865,9.745282009,77.52994450694155,3.310858508,0
,237.6773831,26009.07526,7.074531321,372.6002964,344.7679244,14.44223828,72.69624048876342,3.706601792,0
9.489972878325855,234.0699652,15513.74038,4.735332224,,277.9700697,16.69821637,81.42717401723866,4.219967522,0
7.83097634338162,190.7990441,7695.063935,4.845205476,292.5158245,507.4454883,15.52665845,85.00950589690454,4.588784657,0
4.430281211546542,139.6857588,28862.25717,8.961372377,298.3794584,434.7812671,17.29929446,63.04250092306029,4.384565156,0
7.240739638887768,201.1868045,23783.09956,7.75128544,340.9836834,579.2203941,13.4863791,62.65023550372382,3.556297467,0
,260.2053596,19517.7248,8.764168678,368.8210368,251.0208987,12.80458815,48.65189042828215,3.665521764,0
6.867301321799131,174.1849764,24112.15347,5.529942236,297.6555749,484.1229389,11.482687,65.30441362142098,3.82359504,0
6.129637014813746,200.2781822,30989.94841,8.830102319,348.8681541,341.3885767,9.300117278,79.55361207012686,4.615886181,0
7.917049443177883,278.056321,27192.28056,9.220128211,424.7879959,358.7817362,15.05431287,56.83960202839163,3.659484625,0
6.511618075241813,181.8734217,29136.81462,7.685775096,345.7516385,475.3413507,12.32123216,52.43761714005619,4.850433708,0
5.32381558430839,232.36858,37625.75268,8.879822934,380.576472,580.8977004,12.29380305,55.31001940953922,2.880721846,0
6.769572868656792,168.9370725,11067.18115,7.121263609,305.7949503,289.5424601,18.54590296,62.00157128395567,5.22054027,0
5.877974040440475,141.6152867,13652.2932,5.701659125,279.7824004,538.4954044,12.03404227,67.90725800888524,4.032259504,0
9.534021716164197,201.955208,9472.61492,6.105708489,319.5764202,259.6368031,15.62561667,,2.768238928,0
6.340027628047595,225.0281485,45222.50667,5.809031562,363.0057551,435.5004571,11.38593727,80.67031136154645,3.686001324,0
8.661592429959121,284.0983515,27088.47646,7.897856522,,512.2773101,16.91214158,72.46576277365818,3.67043101,0
5.653506134793232,146.5902323,16462.46009,6.501596205,299.6446114,272.4405583,13.79526446,87.82258510995051,5.198985504,0
6.6260121840753055,112.2994855,25839.8941,7.658746878,312.2470431,327.2480786,19.40914656,85.78510283830676,4.194313129,0
7.793833572993554,176.8664829,18344.68036,7.567676884,338.2295973,371.216973,9.039042454,76.2880763113865,4.172935335,0
7.593127650277594,261.5661726,18371.0572,6.297542536,,387.6295723,16.57598077,51.83094808424367,3.377337638,0
7.362736501949787,185.692181,16268.44861,5.317019275,316.9186485,419.2584481,16.02424609,64.67891377195397,4.408513182,0
9.32030544529501,129.8238585,16002.13832,4.405034532,271.6705616,499.8441671,13.0768589,82.83758290278021,4.205809732,0
3.7197916443719246,248.8592673,23590.93213,7.683742221,351.5554822,427.4959312,20.39378167,38.60493689531737,2.718397734,0
6.655605025818962,216.4411715,20571.84571,8.984236816,,336.8314548,17.74599613,71.70430486446324,2.951644715,0
9.868877880662472,214.1662353,15326.85591,3.35159782,297.0841735,424.2928308,19.18844138,70.07051409613914,3.355489791,0
5.590614435866259,229.1921395,35370.73552,7.98964067,,469.4130904,13.28155615,76.99271580441926,4.726845017,0
5.554436511156818,229.1228286,31344.46039,7.761431064,,306.872526,13.97480047,87.27337543049836,2.095914087,0
4.126528715100222,125.4748835,11215.9459,5.366011336,261.4447977,445.2414569,18.57592068,86.43365536398535,4.460200984,0
5.970035656942926,230.4493293,16324.1152,5.293918607,315.1861206,327.786642,13.32598708,39.55424883045545,5.428674072,0
,229.7713495,16162.26231,4.933662227,,448.8460364,8.816486899,,4.600927569,0
8.369154353699956,183.5003784,12975.90033,6.600853064,315.9011216,493.4654399,12.98710649,87.02941032035324,3.629749331,0
6.284248242254425,190.0176486,12206.68121,7.910711202,,395.2610634,13.24613956,58.92772621042984,3.377132289,0
11.26782838471403,161.8963622,6040.369868,7.20541412,,316.5358711,11.76830935,25.525266931847863,4.153347001,0
9.298018008096014,163.0388346,13990.5134,4.24970162,,399.4773578,15.36588356,83.92316814673859,3.681324244,0
7.895469245942458,154.2657803,7769.616119,7.205262042,258.3128794,407.7322172,16.42004096,63.0160175779737,4.2369473,0
7.947485785725746,269.809407,34440.77343,6.95828321,390.1042229,425.627814,13.74926131,56.6358113166401,3.70085384,0
10.026159156427404,224.2663577,14962.17783,7.428313128,336.9729496,517.5128415,18.85851888,65.36345158300718,4.182277582,0
6.48819323961521,225.4819088,34864.42789,8.951692285,385.5056354,324.5098409,12.6965448,97.11286018614004,4.592073571,0
5.869736755337525,207.7254552,22244.21824,6.59776434,352.563987,465.6164808,14.83810023,77.8227370729317,4.689315048,0
,220.8137025,21410.31962,6.324879789,335.8458627,382.197839,9.500295529,86.99013440229453,3.659974812,0
5.304142660215901,160.9683582,25299.51156,6.28604311,300.5006892,497.7903905,15.01303033,61.115513216060755,4.165723664,0
7.533614822992929,186.9182451,11642.72754,5.890684294,,363.5063443,10.7401459,49.57430829984224,3.462763987,0
4.07760772456597,207.8380479,18194.95414,7.923973951,,288.3651931,13.30669203,35.82455649309712,2.758658531,0
,105.8592636,37928.14218,5.609440346,,358.8887676,12.20710849,71.11989017420973,3.87385335,0
7.0861684008433095,189.1453777,4304.492483,3.615890517,259.3733218,400.9043497,12.99301224,63.902288254970955,3.416539753,0
6.271012171064563,213.444685,24846.14187,8.372997049,,543.3917436,17.91652637,84.57886850787546,5.303581361,0
7.95776834399615,276.7335689,17162.39842,7.841541553,397.4319622,514.421722,14.5297793,60.55969904146053,3.450745892,0
8.875642278454443,228.9215872,28487.7086,5.31873198,351.9607232,474.772519,14.68397047,52.5788600217086,4.006991559,0
,192.447171,18257.56927,7.472249066,313.7765458,462.4024491,13.93214538,53.18591655036131,4.358298341,0
6.613709117641848,141.1289215,25648.5695,7.222971557,295.2368921,374.7703158,14.03826326,74.29924980115898,3.539771111,0
7.735705021751655,137.3181658,16723.97724,7.675826174,282.5398923,595.3292635,18.75613937,63.04277916472739,2.148611536,0
9.925041328429108,238.7133934,10704.60318,6.110019418,351.5974227,405.9001841,13.55036657,59.46266898344466,4.703803489,0
9.002583109651113,202.9907653,19523.12486,7.244753274,330.3615123,366.4917287,15.68940449,55.697399521310864,4.904837415,0
5.095766464935885,273.4084481,26307.29845,10.2198041,380.2014982,513.8775793,18.27241832,61.425186950138446,4.35219347,0
8.594677108362674,263.7645927,23220.12061,6.394463065,383.9625918,588.8527329,13.579996,86.19163513353918,4.754072499,0
7.083779060507377,112.820254,8580.245561,4.210284081,234.8526993,434.7477154,23.39951606,94.1603073012966,3.887680685,0
7.682872498072526,180.7013755,12105.72193,5.396716118,296.2388769,469.8356255,15.83176344,61.80209510271702,3.778606788,0
,133.8131148,18272.50597,5.911870512,,415.2117346,11.50450612,92.97576168033007,3.313199022,0
6.419772473512519,208.7602476,30759.68144,7.767863487,,523.6001756,20.23252348,,3.095233157,0
4.443238899143103,178.9562058,25008.53225,4.948814509,298.576676,429.544773,17.72972404,56.34768853029351,3.268324836,0
6.978664262373817,183.2427962,23114.44608,6.500825402,323.1557769,470.0787053,16.08284748,65.99571677480579,4.766943236,0
6.623613565745125,203.0301413,17167.3013,6.049600899,311.7262883,410.2432475,15.91450007,65.02122896904768,2.915165951,0
3.664710561719395,201.0973162,28102.75663,5.682035302,330.0235306,291.1484489,17.47063098,75.10180148396566,3.316157657,0
4.814135620889671,205.2140411,17650.40505,8.121080147,350.4879387,414.030709,10.99941608,47.4026658716864,5.190851805,0
5.779673705175217,199.5860803,24160.35432,9.458128324,,428.5532485,16.02250323,64.87270339736011,4.656377233,0
6.93781878337901,177.5781419,12626.19792,7.380882984,,439.624998,9.348252155,83.16324170039894,3.724089564,0
7.4367826093455385,208.094004,28544.61629,6.500052537,339.0238982,522.79373,17.11527603,65.3112772256807,3.727663719,0
4.723312573250525,252.274895,22833.19204,5.922450614,378.5603036,411.2950246,16.58457144,66.72840154231321,3.917586695,0
9.380658050788323,265.0612161,15156.78983,4.271544671,333.3344693,503.1706154,11.28641004,99.01600307034775,4.034349047,0
7.8101449331968364,187.3150477,20418.88993,7.214895724,325.2288808,351.1860809,16.80039961,68.48548028789389,4.033773709,0
9.436637164251444,143.7884118,20724.93036,7.700100188,,469.7613277,14.21576467,66.07797803536592,4.41111744,0
